TransactionID,AccountID,TransactionAmount,TransactionType,AccountBalance,HourOfTransaction,Longitude,Latitude,FraudulentTransaction
42,3558,928.3834125305655,Withdrawal,3519.3138252300414,6,-71.68476109524518,38.995354987498814,0
43,4753,3784.69092906467,Transfer,4325.601235381775,4,41.881560205005655,-63.7464684130468,0
44,3047,2376.0481499366074,Deposit,3713.287550640593,9,-59.220605450221825,61.69857067060531,0
45,4547,1136.6898652316393,Transfer,4145.220585205068,16,4.74360069382405,-57.51542483796037,0
46,3747,3086.9436710447226,Withdrawal,2666.012176957886,5,147.37042608578486,53.87029618947429,0
47,1975,211.26592217087537,Transfer,7016.186315283242,9,-53.9870506177398,-60.9361638077791,0
48,2806,1637.589568099985,Deposit,7606.012791674652,15,-59.08576951087633,43.5201366259802,0
49,1189,2348.0994030097618,Transfer,8248.817619437421,21,115.11246287257154,-63.33336380040052,0
50,4005,748.3120872059352,Transfer,3478.766875263674,9,-65.24765174996283,-21.810724045475638,0
51,3734,4923.425843178289,Withdrawal,7669.8062211751685,3,-151.93499610945878,-64.16709597502705,1
52,4005,1053.395849302175,Deposit,6412.98603902047,1,-114.85981647450184,-41.271282661206655,0
53,1562,660.4621189158951,Withdrawal,9583.369259719888,0,161.5680902866684,87.21265992362723,0
54,2899,1025.639020695613,Withdrawal,4305.373150315621,2,155.98540532797966,-70.61838190751094,0
55,4638,3847.615054467024,Deposit,9923.86630604521,12,-99.0676473198668,-16.836331244780126,0
56,2267,2133.2732397664954,Transfer,7429.900897077927,11,19.2606743155269,31.845481359394114,0
57,3879,2831.4255393651647,Withdrawal,7785.149774094075,0,-130.54748384771898,-72.97225732848855,0
58,2528,114.83569336194012,Transfer,354.4781150856439,20,62.88394626415288,-70.374062264484,0
59,4202,181.81222978083963,Deposit,5024.243678227354,9,-113.28991343646815,-64.21268294570257,0
60,4556,2234.669493636811,Withdrawal,5330.5334518890495,5,-162.0754477482226,26.097548045944194,0
61,4890,4085.1096635761014,Transfer,501.941009013936,8,116.96285059516777,73.68064523625716,0
62,1646,4427.342004750751,Transfer,3190.0991125564947,0,-62.85586221949475,58.67810171435727,0
63,3068,442.6657723022447,Withdrawal,9560.877388215182,11,-140.93193471836508,86.94994308434852,0
64,3888,2696.431879484104,Deposit,4318.503219965342,4,120.2054223104011,14.06481922789088,0
65,3214,4567.01613453356,Transfer,1948.3496471272438,0,94.4630919166134,83.06591483127346,0
66,2297,1945.984044445453,Deposit,5182.053199561441,1,66.15304215550853,-35.111850261218635,0
67,3435,4149.533498827559,Withdrawal,434.27921448260594,13,148.0495355440305,-14.12917310770817,0
68,1600,677.1413154531866,Transfer,5208.288129711487,1,-3.8786087265713434,-18.71255376609666,0
69,3363,4677.618503442315,Transfer,5983.2562296978695,4,-133.89966086875282,-81.47565354979723,0
70,3061,3759.6023544812,Transfer,3641.174189274762,9,-157.91529243775696,59.34694833730052,0
71,1241,4707.258620006639,Deposit,7649.50436112624,19,-65.3612335345229,-85.55072603537364,0
72,3041,3386.319995427007,Transfer,1443.569362309953,5,-148.74090115053016,41.377725195302105,0
73,3824,1823.3856206771407,Transfer,8794.015757818897,4,12.78339852495074,-16.728339122052475,0
74,4417,4691.524050898365,Withdrawal,9558.90461286516,1,-174.78035358366316,-88.87541110615636,0
75,3612,1385.0782137828005,Transfer,112.22179356859647,8,-20.245211456624673,-37.8095574846961,0
76,3945,1667.5408850880453,Deposit,8442.944434427278,9,-115.75429565270925,-27.697014734611088,0
77,2363,3507.0340058286843,Withdrawal,5110.440974182601,7,-47.42350420782307,83.64644479080278,0
78,3139,3828.9283346316774,Withdrawal,4667.9157750013155,5,63.01226691744807,28.99423756934209,0
79,2390,4647.723384407278,Transfer,2462.923158056373,4,-53.65304242174744,7.84288647110526,0
80,4003,1031.9640211904853,Withdrawal,4528.517907005203,20,-57.11764060792251,-67.13089844352155,0
81,2478,3992.0101957439274,Transfer,9509.228781338361,17,176.6702638222207,-19.601218887692966,0
82,4499,3695.3448064508475,Withdrawal,2186.7975761483985,19,78.77330018146301,-83.56241635193376,0
83,3556,328.3348357054534,Deposit,1872.5082606625474,17,4.990216266018479,47.10337532502618,0
84,1775,1942.2434746389326,Transfer,2494.773410188535,1,28.575234359128615,-60.70019360512539,0
85,1034,1420.999630729892,Deposit,5563.158523938938,11,43.265747346771946,16.99842617035219,0
86,3253,1529.4072175266117,Transfer,9309.96817278967,7,-171.1528563812969,35.89047688613735,0
87,4152,4914.904928977957,Deposit,5781.42774857605,3,-151.10474741091087,-24.02835701274259,0
88,2955,3217.45929326484,Deposit,2510.476518397627,19,53.70816648839465,23.86676737789952,0
89,2585,3591.2040273895627,Withdrawal,4460.477921680495,22,-48.79121081460707,47.561915096402856,0
90,4943,4883.322010201896,Transfer,3964.9613046788827,3,-160.04014551650698,-56.857716880922126,0
91,4459,1892.236894463617,Withdrawal,561.0377516381288,8,-72.8952314214146,18.15485919074726,0
92,4073,4011.1824405795014,Deposit,5155.35430043768,8,-133.09796864829954,42.0989643793564,0
93,2021,2178.3095068894318,Transfer,1347.4632276733707,11,149.87298320147568,-25.731343905007336,0
94,4461,4348.973022356749,Deposit,8438.216016630364,13,-106.94685868087859,-60.75159153902186,0
95,3613,911.4811311434029,Deposit,5534.732802029378,2,-128.2711689381411,-38.499116197603776,0
96,2129,4738.954023550755,Deposit,8461.60417791202,5,45.42077415190198,77.95344003116921,0
97,4843,1101.6708249702895,Deposit,9564.842405042607,14,7.888294899659769,-25.659368142131328,0
98,4893,1637.8403298348483,Withdrawal,9437.564078427737,22,27.33568345288512,-70.61389420340123,0
99,2500,3783.399248192835,Deposit,1094.250409644782,18,-23.05866670548653,-75.1092286231208,0
100,1702,1974.8381564113795,Withdrawal,9453.689008345069,3,-11.81904806443336,-57.51088816610812,0
101,3449,3044.974770064569,Deposit,7977.8973571161505,0,100.3671201049666,-67.04777957584469,0
102,3777,2228.4217703364484,Transfer,7798.8152420818315,8,-100.82801346275974,-0.8921412077154685,0
103,2579,3714.425986078011,Deposit,992.2725486549365,22,-37.24945098075571,-27.440740048390396,0
104,1161,1149.3729493193682,Deposit,1877.1955526076313,15,164.81713857406174,61.45301784298755,0
105,1201,301.70535631201625,Transfer,9754.117461156207,22,-111.60514757302373,68.59413583761918,0
106,2981,1506.6476933906006,Transfer,2212.3645558374146,8,-74.24150578492785,-4.8097101801996445,0
107,1995,2376.800237693467,Deposit,1773.6279686572664,11,-111.0359072570434,69.934878821627,0
108,3317,848.420060441466,Deposit,3687.281025223732,13,-172.62162131107118,-8.916905028418228,0
109,4934,1780.4384753853794,Withdrawal,9142.226355595414,14,-82.86122698499867,25.553182310164544,0
110,1815,2005.915261284907,Transfer,4814.3152892099,21,-163.2717194535939,-60.74373012340485,0
111,4342,296.385300004485,Transfer,9213.778818981957,23,-124.313354493612,-80.53513887206242,0
112,1455,2920.7031684391804,Withdrawal,3409.9539261108334,20,-49.434454775658736,-61.18466824713647,0
113,4533,4422.873705576725,Deposit,2342.6335877472934,15,-172.54036185517504,-44.66785754782685,0
114,4798,767.1971356357316,Deposit,5002.509787625251,7,91.06436373505795,45.17674074726216,0
115,2275,2993.061986873555,Transfer,6193.221213592697,9,106.41204495703687,-58.769056356935295,0
116,2016,3327.048632505123,Withdrawal,3975.840086274205,13,-31.891031129389347,-66.48215480351423,0
117,4773,2102.480055292249,Deposit,3525.702044985864,16,174.47975257473695,76.96968824330077,0
118,3343,3508.476960947707,Transfer,2258.786919255142,2,64.43780933077167,33.984436021909545,0
119,4796,2059.55040202015,Deposit,2822.5669855955375,3,87.73982927306963,-4.804994568909507,0
120,3767,2528.1400670074004,Deposit,6763.867835207778,15,-110.77184748019197,-72.90568922116346,0
121,4820,46.691692326590626,Deposit,3761.748032275411,13,121.4775442158168,63.32236408284413,1
122,1337,3461.683369532097,Transfer,889.594713038182,23,160.21670328774223,-70.5134824580044,0
123,1878,3310.099967934175,Withdrawal,1467.7383605300927,13,-94.92834003343496,19.988375713714035,0
124,2076,201.62037785845936,Withdrawal,3786.553965071996,15,67.12714597909684,30.181768671867644,0
125,1791,1847.5680359017142,Deposit,9252.574055493833,7,88.8987775187993,-17.975015073002297,0
126,4993,4895.368885550421,Withdrawal,3852.399590295205,17,-70.13909814856234,74.01901050082353,0
127,3264,2109.4754472173977,Deposit,700.3565667715852,6,-8.996759073973294,-80.87388989237651,0
128,1763,2514.7075716078903,Transfer,4238.143153012157,2,-144.88592631093934,57.26104304376406,0
129,3235,4550.551489216996,Transfer,6721.294180205642,5,-117.68587057457714,9.682991686475958,0
130,1379,3589.1367605701244,Transfer,5976.601735987388,19,-157.8346114870099,20.016670393370845,1
131,1492,2914.5299543098754,Deposit,2860.149327621698,15,21.659576596305754,87.62860124682305,0
132,4112,3991.0453598919516,Withdrawal,6912.0803381820715,21,45.09464301981697,14.876604561208069,0
133,2180,4323.187669615307,Transfer,6343.181301266791,3,149.80305003614387,53.465037401230745,0
134,3062,2289.8714779689617,Deposit,1804.5123914067892,18,15.18653182449654,-62.364462170441264,0
135,4884,2380.7907410098587,Withdrawal,1705.2355353256257,1,-86.17990650908402,55.672126579767195,0
136,1064,1936.3941689026606,Withdrawal,5517.112512472613,3,-158.58952322719722,46.993123300349964,0
137,4928,4833.863638692118,Withdrawal,6628.441755049427,1,138.58309899030127,84.25981320618328,0
138,4910,3488.8596089088483,Deposit,9622.914790116582,6,-7.611091729900778,78.42791429447769,0
139,3568,425.2831003782807,Deposit,4277.11324424462,14,85.43591619923563,-51.48242180794701,0
140,2367,4316.168520331962,Deposit,7672.898472751942,16,-174.72623450558797,-6.312036732420935,0
141,2152,2407.9941047729776,Transfer,1253.5553981846265,13,-4.269987840809648,74.06697207111361,0
142,3027,353.08199304821244,Deposit,8907.129370424907,10,-62.73985566006051,25.33771254737603,0
143,3695,2753.089103264922,Transfer,6367.764659848514,16,-169.08074185902234,-6.533929030883371,0
144,2495,2091.6497520887533,Transfer,6327.400280377348,4,99.242210546085,-70.39102291185047,0
145,4134,4389.969530264498,Transfer,1510.1820749411113,22,4.644595041700768,-26.683637897478683,0
146,2162,1027.933072010843,Deposit,491.8789223063897,13,-60.055112523192875,29.743190847644243,0
147,2522,4134.058401365993,Transfer,7044.346466047734,16,110.08745420666372,49.84460675108946,0
148,3640,2792.866569015409,Deposit,1258.8589437494074,19,-19.107557333940065,-9.509955478334533,0
149,1391,282.50541303521055,Deposit,1357.0044798909337,20,-178.74073570741155,-79.94799125800506,0
150,2698,4859.508053614169,Transfer,1956.2514488351512,1,160.00114753379717,23.970992808515476,0
151,1418,2567.9500680749675,Transfer,1067.690183082064,6,-87.95421343354123,75.88555060047898,0
152,3336,1461.4755026155967,Transfer,6291.385952260037,3,119.00718794280289,-0.6460651970130016,0
153,1378,2352.340141526398,Deposit,4277.847577901021,7,113.90953826925829,77.11644623207272,0
154,2796,4290.71033975227,Deposit,2734.3513148545276,0,-121.54538471013673,-26.261869740742448,0
155,4561,1531.4665906814669,Transfer,4463.419063678609,9,-9.359034762680409,69.54583858855545,0
156,3278,971.4552184686346,Transfer,8456.986020445478,0,-165.52836774054254,51.54115547379308,0
157,4065,654.0655221850984,Withdrawal,9278.086109931997,0,-52.36139776015368,83.1134789892005,0
158,3088,1496.3183979671542,Transfer,4926.013832069071,3,83.1523836130632,52.383822337877035,0
159,4099,3902.439954329817,Withdrawal,5710.853859616745,16,-94.65499076027126,-32.13364506651564,0
160,3182,2363.415562324356,Withdrawal,2646.2793103647414,4,-137.83394493276842,72.10215491387717,1
161,1200,1145.1332024307644,Deposit,5184.643748507481,13,2.56447833660323,30.55159376300503,0
162,2863,839.2631480526485,Deposit,7506.384108658798,5,13.315098374507556,-60.8275213665773,0
163,1779,1670.3200877867916,Withdrawal,4972.158910196078,6,63.29841527561689,-81.72628564691517,0
164,3977,4700.2226206996875,Withdrawal,3090.52171781278,7,93.28958884893268,-24.147791253308654,0
165,4104,1721.7032958242216,Transfer,5862.140037527095,23,70.49143125527587,51.63554695170194,0
166,4119,4940.739139013631,Withdrawal,9471.894705769862,17,124.34839498614622,21.27862718044547,0
167,1502,2431.2999742691272,Transfer,8891.040154432807,3,-99.75367285846565,4.8828887512815555,0
168,3454,904.0279522678529,Deposit,7715.499553837017,22,25.116028637938598,-89.32902577375353,0
169,4645,4456.789058049612,Transfer,2834.4753633855694,2,-50.36567132832295,-11.609873622226374,0
170,2751,2307.1733119427863,Deposit,2491.439121442374,22,166.3604485205912,-61.60979002945521,1
171,1804,3551.260004087577,Withdrawal,8401.518178996219,3,-21.499371570663442,-8.177868519626188,0
172,3146,4918.720800213668,Withdrawal,1895.0430132128133,22,165.49701592808043,88.51865795781057,0
173,3731,260.37499809667025,Withdrawal,6095.551944117772,15,96.86363546127814,68.3169881615872,0
174,2895,492.50585333996,Transfer,4445.406441471346,12,78.64699034473165,-34.08649126081541,0
175,3773,3605.0791398991532,Deposit,4733.066026194742,21,-3.0370637081423126,16.831330733327718,0
176,2570,1416.3067664444052,Deposit,4599.979685022654,22,-20.383871667983243,0.37714201450518203,0
177,1960,929.6639707809943,Deposit,9009.506452564236,10,9.557347506626485,-66.5915390613571,0
178,4810,206.4157803004502,Deposit,962.2330838650042,23,-74.29209734629683,88.16517284673318,0
179,3660,119.01509281114701,Deposit,7850.724349615376,10,145.62357834184803,-13.46847180960765,0
180,2485,3874.6831595677563,Transfer,8366.625448595305,4,105.95903589553188,1.0186266729292868,0
181,3690,680.8228025740544,Deposit,9434.483756819553,19,108.5025075570158,26.567876215969193,0
182,4840,2343.925873696043,Withdrawal,4580.7395538833425,0,-24.06470563820301,-55.521984036488774,0
183,2028,3033.42510774562,Deposit,5050.645399680475,13,-154.40797863208186,-49.99921157527146,0
184,4289,2147.475484838543,Withdrawal,9616.815759295074,23,65.90783445346028,-55.33948346464127,0
185,1502,145.2621951578032,Transfer,4638.665503396714,21,-45.211109770291756,-20.79620217602489,1
186,3814,3919.672497913665,Transfer,5085.129882464952,19,133.35491248229715,-54.05814783761034,0
187,1397,62.4609904628509,Withdrawal,3389.3177500749016,18,100.92183784195083,76.75127422963007,0
188,1870,3811.830572943645,Deposit,413.11176177803395,4,-127.68186888368781,38.57652834304335,0
189,3842,4467.589424002732,Transfer,4387.240062438777,19,36.61766299386514,71.61040246013567,0
190,1392,2169.8712060752896,Transfer,6585.403977389121,22,69.19701333378637,62.72714345583569,0
191,1206,2682.356940758013,Transfer,6930.464515074215,5,24.529528736770118,36.567351281417686,0
192,2038,2390.1471291620924,Deposit,164.4356041576341,18,5.055183415894049,-46.30568596647132,0
193,2881,1952.1510069309597,Withdrawal,8030.422470251004,11,-97.96929299786115,20.757395571563137,0
194,4625,4438.2484314980975,Withdrawal,4974.914579872615,13,-95.07353600837362,-56.46620508565188,0
195,3939,4470.728218243253,Deposit,5255.37907772331,16,96.48292991131967,-66.15431126815002,0
196,2484,1685.7236595612574,Transfer,9621.262512886637,6,-173.27167719711943,23.863543551469135,0
197,4762,3079.198072533343,Deposit,2916.165470692597,20,100.40762257400746,22.432606836895786,0
198,4646,4635.268735107862,Deposit,7640.354690784857,0,9.647545154090068,-61.8080144364921,0
199,1863,4810.6719097173445,Withdrawal,5790.284832155481,16,157.04015485854097,-26.56301445937234,0
200,3790,2549.7056117060174,Deposit,7037.90476942458,5,179.0357571802523,-78.06938870577076,0
201,4312,2269.5957783687904,Deposit,4236.39277263313,3,58.85444343922609,38.83196046348942,0
202,1563,1400.6846364833436,Transfer,2864.1546357462576,13,-31.58741000875068,87.7492172515579,0
203,2020,4794.770647220146,Transfer,5506.646928452451,7,-8.969072918150005,43.183107976506165,0
204,1095,722.6433793196081,Withdrawal,3811.917348891205,17,-106.48244604545724,61.94739052357943,0
205,2923,2903.349584478148,Transfer,2306.820670413673,19,-144.27564336306682,-4.258216388750512,1
206,2757,1419.925834918008,Deposit,8408.437866326249,12,28.35482158876863,-72.79486538998495,0
207,3532,1402.2513688355052,Deposit,4810.732790512783,7,109.97823526797623,40.78917405095453,0
208,4478,2030.7932510071805,Deposit,8488.425837789904,23,-85.76405361748324,-43.82636397645336,0
209,3278,4993.9767497201165,Withdrawal,4792.912665452311,15,-28.92498831167407,-20.107088413644675,0
210,3796,284.2818711307121,Transfer,5612.29720735284,4,19.718518239713063,36.5578649931318,0
211,2678,2896.923672835622,Deposit,9953.274389008153,2,146.8432151892206,72.86121471520482,1
212,4242,422.0350685960331,Transfer,9519.891699148082,12,-130.0927580416598,-2.4751711801350496,0
213,1540,781.0589416526897,Transfer,2789.7297196022173,14,-94.72205925732145,83.08900315721908,0
214,2059,2203.4190794467645,Transfer,8699.688325847297,3,150.6709626428825,3.5826350929207393,0
215,3572,2557.196055418742,Transfer,3964.994488602213,2,-165.76718646431095,-67.94811927663469,0
216,2183,1301.3741177389747,Withdrawal,805.3625053128884,1,56.201628261549104,3.31807424857152,0
217,4910,1589.1210830633368,Withdrawal,5800.2320467714635,3,50.22931795846256,64.9129870688341,0
218,2722,443.96543107710596,Withdrawal,9772.81340859693,5,-42.02840389227697,6.848123962377585,1
219,4314,1523.06672138281,Deposit,9745.705501352324,3,-11.460715557437481,44.595962615235095,0
220,4157,4833.126612508915,Deposit,1352.0072438084337,16,127.77046253300205,8.63237013441757,0
221,2819,4724.0898345456835,Deposit,7735.242999516713,6,-120.60645719515952,8.28982086712206,0
222,3625,1681.042667783555,Withdrawal,8048.047138077053,17,-96.63570781958624,-38.74303776649225,0
223,3729,2858.56114203102,Transfer,3750.5733647349343,21,4.446148118360554,-53.77311277996561,0
224,3604,4548.881001643612,Withdrawal,6620.092293765865,9,-32.491647719989146,-39.79461674796231,0
225,2597,40.85727497807441,Deposit,4932.778834944495,16,26.774099116266086,-10.64917963371363,0
226,4060,4055.3110159845833,Deposit,2356.1416673282747,22,151.50210699376646,55.726219927205705,0
227,3693,4742.364068416706,Transfer,7636.516384127377,3,150.1567263856212,59.218399314694864,0
228,1795,465.71541432444974,Withdrawal,2701.2518073428896,18,-97.19339770260297,-60.59199310691075,0
229,2051,815.6239533042759,Transfer,3470.432755112426,6,-71.22793937441745,9.513884547775518,0
230,2643,4804.124050829064,Withdrawal,1981.1822086630646,12,-121.65527473306923,-15.115009866582966,0
231,4627,2692.325316765328,Deposit,7220.785907508172,2,154.0045337270135,12.768430614869402,0
232,2363,80.84120601390127,Transfer,4641.368132922736,7,-36.76891312864973,26.572209663064783,0
233,4869,1295.5836738300104,Transfer,4489.3952229054385,10,-18.106147841876208,-39.66984131060593,0
234,2981,2255.2189346016094,Withdrawal,6085.172382211124,15,108.95068107988544,75.46362874948647,0
235,2354,3467.615466013591,Withdrawal,1656.9081277486393,19,4.670450211705088,78.38066790036316,0
236,2663,3668.47028690263,Withdrawal,8991.723507295017,18,-136.88802640025563,-71.03560634112978,0
237,2529,4977.153349498026,Deposit,4704.578666735716,22,-22.37446460062921,36.543326600919414,1
238,3038,1444.6808849249576,Withdrawal,3728.615900952095,22,46.98865558030744,-84.01822889490929,0
239,4419,2695.7183083236914,Deposit,1354.2370281614053,8,78.91527159253309,-81.61851637668882,0
240,2496,2671.284503819429,Withdrawal,1762.746623237401,9,52.32666700184183,82.40398453494393,0
241,4302,2034.1698446417151,Withdrawal,9211.567107747214,22,-137.09494107634922,35.073564276656796,0
242,3237,854.1178502736768,Deposit,4620.50863065725,5,-70.43597094174541,-31.582506627351016,0
243,4296,4887.508250287375,Withdrawal,7249.620801656682,2,84.08327218675748,30.57798019426032,0
244,2408,4268.052761466264,Deposit,897.1118913194786,19,136.86846996098689,62.25030911766265,0
245,2400,2496.6818111882435,Deposit,6470.29898685219,7,-163.0128905775865,66.7626257540347,0
246,2306,3020.194659193309,Withdrawal,9223.04000414047,5,-164.79752109480822,-86.30643977565023,0
247,3680,1144.032657262715,Withdrawal,3069.6381637267623,7,51.62563056206244,57.28104133384758,0
248,3675,2723.497481254817,Transfer,5833.490957063049,13,17.296615498781136,63.576488710787885,0
249,1972,3477.9009642761644,Withdrawal,9408.16913272692,7,-124.07794181362296,17.20263688173472,0
250,2768,2580.683471649078,Transfer,7221.29328266673,10,17.38496941090574,-3.617308160995975,0
251,2282,4951.523001218857,Withdrawal,717.0224736023653,9,170.8154436603063,-70.02019490442723,0
252,4430,3060.5948646761535,Deposit,3849.4977578783446,22,47.124079342784995,-46.869508859598156,0
253,1709,1861.1588258349236,Deposit,949.1502852641552,9,-18.30918382210129,-1.7126784602236853,0
254,2479,3863.038617803032,Transfer,8627.044202371824,10,117.91169565824714,65.71434801123183,0
255,2434,860.6079327923939,Withdrawal,6254.460741915793,0,-103.38390516522544,54.56418422387813,0
256,1648,1928.73391039427,Transfer,9568.179273855469,14,-30.84248490231124,-0.7326754346274527,0
257,1317,1741.3251623841534,Withdrawal,295.5876589394909,4,9.996441051905066,51.412864109486236,0
258,4748,2164.7174045878087,Withdrawal,4288.564961553652,13,1.63436113827197,47.832007502961346,0
259,4296,3911.081331384344,Deposit,1133.204585489508,22,151.5500889160149,14.222763245989313,0
260,4890,2426.0234304954033,Transfer,3569.829443937136,19,-74.63948139119671,-50.34141838224598,0
261,2257,3972.132106827154,Deposit,1702.6795512302112,7,-159.65866053733694,-27.35932162322709,0
262,1683,2886.6796266679307,Deposit,3355.05822393486,16,149.8957936249471,-60.46838096536473,0
263,1663,1716.9264789412011,Deposit,8210.693846748087,3,-101.85564343019665,-88.71290884390334,0
264,2998,4051.7939309805274,Transfer,1690.9233321787653,3,-43.549929368385335,-75.50542235854142,0
265,4898,1199.065456059927,Withdrawal,4789.281093826664,17,11.120984826507765,46.73261419076243,0
266,4445,1129.6710692009794,Withdrawal,9223.673027199211,18,171.31696939735684,-83.97249286185041,0
267,4743,2527.4695910336304,Transfer,9987.914949757633,2,12.696638986295312,-18.0265250134575,0
268,2631,1311.6377373508237,Withdrawal,2581.3470699333243,8,-18.81240964254755,87.4404597009515,0
269,2495,55.34430440656944,Transfer,9362.124890584391,6,30.10985262635282,53.14305920583962,1
270,4304,3245.0046612210194,Transfer,2687.7479399301524,1,169.4909375701696,45.111168907049546,0
271,4763,2560.358169147266,Withdrawal,4193.932139937574,8,114.46005555231858,-40.55242176483235,0
272,2136,2233.1338943208743,Deposit,8791.44376110994,23,-119.17147092770804,25.511438809954498,1
273,2853,4835.172887945394,Transfer,7883.143438750057,5,109.17360536551524,-0.23186741681107037,0
274,2520,2860.283927974939,Transfer,8589.12681651498,5,122.79566152939987,22.288392237302972,0
275,3489,4318.523573169029,Transfer,8022.541125114061,15,68.64987742504786,-11.55309858117053,1
276,1563,705.8566786637492,Transfer,2427.103949599409,1,56.60404530021515,5.573347254565164,0
277,2291,2850.340251015844,Withdrawal,5632.071642762961,15,-21.284279694790484,87.91132482318267,0
278,4581,4341.218337387206,Withdrawal,3913.982111783027,2,51.01033936300334,-30.723686098566354,0
279,4878,2919.697728826691,Transfer,4651.1385876388495,21,85.5269899748128,-51.03850077282066,0
280,4457,3592.8907488537375,Deposit,1624.1673910239444,15,-135.78471069325235,-9.271000290469871,0
281,4458,1866.4974033829149,Withdrawal,3226.098836329188,11,-87.36121433396316,4.377691909629533,0
282,4184,471.32309001496236,Deposit,8590.70650207965,2,-110.13052357213415,-74.58680947612935,0
283,2636,2294.922472684086,Deposit,8985.828257873023,10,122.83626128616515,55.074963992142614,0
284,4696,1978.452160285899,Transfer,6140.515530601472,10,64.80093295143635,-14.030498214919334,0
285,3999,4336.630310070947,Withdrawal,5032.845844307452,22,-17.719725752936455,-15.626369910414127,0
286,4152,1227.5365587388364,Transfer,7157.112912678073,15,117.38007017584852,28.591172042987367,0
287,1698,4834.003795400189,Transfer,6127.647177199802,4,78.04128239730386,49.18398000275383,0
